video_key,video_annotation_type,video_path,video_relpath,video_size_bytes,video_mtime_ns,container_reported_frames,frames_read_before_stop,read_minus_reported,stop_reason,error_message,decoder_backend,fallback_reason,decode_seconds,decoding_completed,header_source,header_probe_error,decoded_width,decoded_height,decoder_package_version,packets_processed,frames_returned_during_flush,copy_seconds,gpu_device,needs_review
5e59c7fdb16c4228,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/5e59c7fdb16c4228.mp4,labelled_videos/5e59c7fdb16c4228.mp4,647552864,1756470916000000000,47978,47978,0,read_completed,,nvdec,,6.141216584000176,True,pyav_container_header,,336,336,2.2.3,47979,8,9.361237573000153,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
5e9beaf4e66142c8,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/5e9beaf4e66142c8.mp4,labelled_videos/5e9beaf4e66142c8.mp4,802716236,1729167984000000000,49340,49340,0,read_completed,,nvdec,,6.647152887999937,True,pyav_container_header,,336,336,2.2.3,49341,12,8.635601313000052,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
64440803f87b4843,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/64440803f87b4843.mp4,labelled_videos/64440803f87b4843.mp4,506223858,1756470786000000000,33069,33069,0,read_completed,,nvdec,,4.396768473000066,True,pyav_container_header,,336,336,2.2.3,33070,12,6.227394785999877,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
6cb700585c4f4070,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/6cb700585c4f4070.mp4,labelled_videos/6cb700585c4f4070.mp4,353633902,1736261741000000000,26595,26595,0,read_completed,,nvdec,,3.3909819020000214,True,pyav_container_header,,336,336,2.2.3,26596,12,5.058107087000053,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
7a47e8eacea04e64,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/7a47e8eacea04e64.mp4,labelled_videos/7a47e8eacea04e64.mp4,1147456102,1734440344000000000,65859,65859,0,read_completed,,nvdec,,8.642102941000076,True,pyav_container_header,,336,336,2.2.3,65860,12,15.361402577000035,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
7ad22d50ebaf4596,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/7ad22d50ebaf4596.mp4,labelled_videos/7ad22d50ebaf4596.mp4,690140688,1742222970000000000,33769,33769,0,read_completed,,nvdec,,4.892040313000052,True,pyav_container_header,,336,336,2.2.3,33770,12,7.246905250000054,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
8885668afb844852,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/8885668afb844852.mp4,labelled_videos/8885668afb844852.mp4,767794974,1760539169000000000,38804,38804,0,read_completed,,nvdec,,5.390851403999932,True,pyav_container_header,,336,336,2.2.3,38805,12,7.788976649000006,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
89cdd41258c542c5,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/89cdd41258c542c5.mp4,labelled_videos/89cdd41258c542c5.mp4,534324912,1752500762000000000,29792,29792,0,read_completed,,nvdec,,4.142930471999989,True,pyav_container_header,,336,336,2.2.3,29793,3,5.896455200999981,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
8a00709108cd4e2b,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/8a00709108cd4e2b.mp4,labelled_videos/8a00709108cd4e2b.mp4,250971904,1734536514000000000,17634,17634,0,read_completed,,nvdec,,2.39322841399985,True,pyav_container_header,,336,336,2.2.3,17635,12,2.6739772320001975,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
8ebf0e483cac48d6,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/8ebf0e483cac48d6.mp4,labelled_videos/8ebf0e483cac48d6.mp4,557862249,1720022646000000000,29944,29944,0,read_completed,,nvdec,,4.142899482000075,True,pyav_container_header,,336,336,2.2.3,29945,12,5.964761580999948,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
ad91cf7ca91440aa,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/ad91cf7ca91440aa.mp4,labelled_videos/ad91cf7ca91440aa.mp4,601858472,1758202740000000000,32594,32594,0,read_completed,,nvdec,,4.6441863320001175,True,pyav_container_header,,336,336,2.2.3,32595,12,5.7946647649998795,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
af9bd7d0e43741e3,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/af9bd7d0e43741e3.mp4,labelled_videos/af9bd7d0e43741e3.mp4,684095626,1727525550000000000,35846,35846,0,read_completed,,nvdec,,4.8923523079999995,True,pyav_container_header,,336,336,2.2.3,35847,12,7.969069843999932,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
b2134f4a6f864613,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/b2134f4a6f864613.mp4,labelled_videos/b2134f4a6f864613.mp4,453824454,1728739010000000000,29444,29444,0,read_completed,,nvdec,,4.142357769,True,pyav_container_header,,336,336,2.2.3,29445,12,4.960592738000059,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
bc84479c66fe4da6,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/bc84479c66fe4da6.mp4,labelled_videos/bc84479c66fe4da6.mp4,1254348800,1736261445000000000,72699,72699,0,read_completed,,nvdec,,9.642018817999997,True,pyav_container_header,,336,336,2.2.3,72700,12,17.473214388000088,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
bca26705313a4644,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/bca26705313a4644.mp4,labelled_videos/bca26705313a4644.mp4,949358452,1732103105000000000,48413,48413,0,read_completed,,nvdec,,6.8912889390001055,True,pyav_container_header,,336,336,2.2.3,48414,12,15.594213557999865,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
c11b28a8b2344716,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/c11b28a8b2344716.mp4,labelled_videos/c11b28a8b2344716.mp4,1695009910,1742909507000000000,101702,101702,0,read_completed,,nvdec,,13.393245088999947,True,pyav_container_header,,336,336,2.2.3,101703,3,20.51987339099992,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
c7084b3556e34619,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/c7084b3556e34619.mp4,labelled_videos/c7084b3556e34619.mp4,1292703477,1761318830000000000,84324,84324,0,read_completed,,nvdec,,10.893568123000023,True,pyav_container_header,,336,336,2.2.3,84325,12,13.027970962999916,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
d369e4f163df4aba,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/d369e4f163df4aba.mp4,labelled_videos/d369e4f163df4aba.mp4,1649147013,1744031954000000000,87357,87357,0,read_completed,,nvdec,,11.893359238999892,True,pyav_container_header,,336,336,2.2.3,87358,12,18.33933979199992,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
d626f4f4a5ac4785,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/d626f4f4a5ac4785.mp4,labelled_videos/d626f4f4a5ac4785.mp4,891466352,1725970823000000000,52276,52276,0,read_completed,,nvdec,,6.890632286999789,True,pyav_container_header,,336,336,2.2.3,52277,12,12.27937377100011,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
d7a271f233ba4a40,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/d7a271f233ba4a40.mp4,labelled_videos/d7a271f233ba4a40.mp4,647601373,1743791961000000000,34926,34926,0,read_completed,,nvdec,,4.891318514000432,True,pyav_container_header,,336,336,2.2.3,34927,6,5.98093124900015,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
dac1e27f7e4d4ef5,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/dac1e27f7e4d4ef5.mp4,labelled_videos/dac1e27f7e4d4ef5.mp4,653165200,1732537974000000000,31196,31196,0,read_completed,,nvdec,,4.392759160999958,True,pyav_container_header,,336,336,2.2.3,31197,12,8.146955637999781,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
dc221ccc65d34010,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/dc221ccc65d34010.mp4,labelled_videos/dc221ccc65d34010.mp4,1358369630,1731418780000000000,84340,84340,0,read_completed,,nvdec,,11.143281409000338,True,pyav_container_header,,336,336,2.2.3,84341,10,14.279394657000012,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
dca1377dec974312,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/dca1377dec974312.mp4,labelled_videos/dca1377dec974312.mp4,1275815221,1760187293000000000,74384,74384,0,read_completed,,nvdec,,9.894893937999768,True,pyav_container_header,,336,336,2.2.3,74385,12,13.395527415999823,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
df6b47bafe5143f5,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/df6b47bafe5143f5.mp4,labelled_videos/df6b47bafe5143f5.mp4,294778050,1754139711000000000,19237,19237,0,read_completed,,nvdec,,2.6409653499999877,True,pyav_container_header,,336,336,2.2.3,19238,12,4.580142539000008,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
eb0203196e284797,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/eb0203196e284797.mp4,labelled_videos/eb0203196e284797.mp4,508464104,1740414999000000000,28383,28383,0,read_completed,,nvdec,,3.891112140000132,True,pyav_container_header,,336,336,2.2.3,28384,12,5.500695737000115,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
ed02f27ef36f483e,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/ed02f27ef36f483e.mp4,labelled_videos/ed02f27ef36f483e.mp4,973086779,1735222731000000000,59281,59281,0,read_completed,,nvdec,,7.8929241389996605,True,pyav_container_header,,336,336,2.2.3,59282,12,12.263161011999728,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
fb86bc87d3874cd7,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/fb86bc87d3874cd7.mp4,labelled_videos/fb86bc87d3874cd7.mp4,1499273607,1741873005000000000,67403,67403,0,read_completed,,nvdec,,9.395877147000192,True,pyav_container_header,,336,336,2.2.3,67404,12,17.95145049199982,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
fc32def0e7194981,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/fc32def0e7194981.mp4,labelled_videos/fc32def0e7194981.mp4,1570967763,1759237893000000000,89100,89100,0,read_completed,,nvdec,,11.893660859000192,True,pyav_container_header,,336,336,2.2.3,89101,12,18.04890152200005,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
fe5d372e43f94f68,partially_labelled,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/fe5d372e43f94f68.mp4,labelled_videos/fe5d372e43f94f68.mp4,360385844,1738852485000000000,26777,26777,0,read_completed,,nvdec,,3.6451610740000433,True,pyav_container_header,,336,336,2.2.3,26778,12,6.02511339900002,"{""cuda_driver_api_version"": 13000, ""cuda_visible_device_count"": 1, ""gpu_id"": 0, ""gpu_name"": ""NVIDIA RTX PRO 6000 Blackwell Server Edition"", ""nvdec_driver_library_available"": true}",False
