video_key,video_filename,video_path,video_relpath,video_annotation_type,video_size_bytes,container_opened,first_frame_readable,container_fps,container_reported_frame_count,width,height,estimated_container_duration_seconds
2317d66500394077,2317d66500394077.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/2317d66500394077.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/2317d66500394077.mp4,fully_unlabelled,2147627841,True,True,30.0,87894,336,336,2929.8
231eb3a0fae54b98,231eb3a0fae54b98.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/231eb3a0fae54b98.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/231eb3a0fae54b98.mp4,fully_unlabelled,593702580,True,True,30.0,23590,336,336,786.3333333333334
23f4d34a80d44c05,23f4d34a80d44c05.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/23f4d34a80d44c05.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/23f4d34a80d44c05.mp4,fully_unlabelled,448692346,True,True,30.0,22733,336,336,757.7666666666667
23fb85eefa314dc3,23fb85eefa314dc3.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/23fb85eefa314dc3.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/23fb85eefa314dc3.mp4,fully_unlabelled,1053744911,True,True,30.0,52844,336,336,1761.4666666666667
25551f9c7a3f424a,25551f9c7a3f424a.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/25551f9c7a3f424a.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/25551f9c7a3f424a.mp4,fully_unlabelled,1781804347,True,True,30.0,85341,336,336,2844.7
2f513ad4ee5e4630,2f513ad4ee5e4630.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/2f513ad4ee5e4630.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/2f513ad4ee5e4630.mp4,fully_unlabelled,791615194,True,True,30.0,40504,336,336,1350.1333333333334
2fc3db471f9d44c0,2fc3db471f9d44c0.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/2fc3db471f9d44c0.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/2fc3db471f9d44c0.mp4,partially_labelled,1135646312,True,True,30.0,76859,336,336,2561.9666666666667
358f96d770a2410e,358f96d770a2410e.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/358f96d770a2410e.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/358f96d770a2410e.mp4,fully_unlabelled,808500640,True,True,30.0,34163,336,336,1138.7666666666667
3680a149fa3e4b0b,3680a149fa3e4b0b.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/3680a149fa3e4b0b.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/3680a149fa3e4b0b.mp4,fully_unlabelled,1384232160,True,True,30.0,41139,336,336,1371.3
39960e5e099a45ca,39960e5e099a45ca.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/39960e5e099a45ca.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/39960e5e099a45ca.mp4,partially_labelled,494369318,True,True,30.0,32943,336,336,1098.1
3ada4222967f421d,3ada4222967f421d.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/3ada4222967f421d.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/3ada4222967f421d.mp4,partially_labelled,619956511,True,True,30.0,40529,336,336,1350.9666666666667
3c8d5f0b90d7475d,3c8d5f0b90d7475d.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/3c8d5f0b90d7475d.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/3c8d5f0b90d7475d.mp4,partially_labelled,664863698,True,True,30.0,45033,336,336,1501.1
421b968fc5b74af1,421b968fc5b74af1.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/421b968fc5b74af1.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/421b968fc5b74af1.mp4,fully_unlabelled,544110723,True,True,30.0,30493,336,336,1016.4333333333333
429257154ce94be3,429257154ce94be3.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/429257154ce94be3.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/429257154ce94be3.mp4,fully_unlabelled,455760639,True,True,30.0,22536,336,336,751.2
4560e83f9afc4685,4560e83f9afc4685.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/4560e83f9afc4685.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/4560e83f9afc4685.mp4,partially_labelled,558995434,True,True,30.0,35019,336,336,1167.3
48579eec79784294,48579eec79784294.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/48579eec79784294.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/48579eec79784294.mp4,partially_labelled,593022621,True,True,30.0,34379,336,336,1145.9666666666667
492a750169554d64,492a750169554d64.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/492a750169554d64.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/492a750169554d64.mp4,fully_unlabelled,971131866,True,True,30.0,31609,336,336,1053.6333333333334
495f16498db34d3c,495f16498db34d3c.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/495f16498db34d3c.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/495f16498db34d3c.mp4,partially_labelled,511477978,True,True,30.0,32894,336,336,1096.4666666666667
4ab482cc46054935,4ab482cc46054935.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4ab482cc46054935.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4ab482cc46054935.mp4,fully_unlabelled,585861473,True,True,30.0,28188,336,336,939.6
4aebc5cb2d4847aa,4aebc5cb2d4847aa.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/4aebc5cb2d4847aa.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/4aebc5cb2d4847aa.mp4,partially_labelled,599976073,True,True,30.0,28554,336,336,951.8
4c059b716bf84ea3,4c059b716bf84ea3.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4c059b716bf84ea3.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4c059b716bf84ea3.mp4,fully_unlabelled,595904288,True,True,30.0,22796,336,336,759.8666666666667
4ed494e20fd349ad,4ed494e20fd349ad.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4ed494e20fd349ad.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4ed494e20fd349ad.mp4,fully_unlabelled,596087730,True,True,30.0,26415,336,336,880.5
4fd5d5fabb1f4b47,4fd5d5fabb1f4b47.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4fd5d5fabb1f4b47.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4fd5d5fabb1f4b47.mp4,fully_unlabelled,762885358,True,True,30.0,28331,336,336,944.3666666666667
4ff32d8a3768447b,4ff32d8a3768447b.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4ff32d8a3768447b.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/4ff32d8a3768447b.mp4,fully_unlabelled,661387899,True,True,30.0,34629,336,336,1154.3
52a7ef6b38084c16,52a7ef6b38084c16.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/52a7ef6b38084c16.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/52a7ef6b38084c16.mp4,fully_unlabelled,862470431,True,True,30.0,35970,336,336,1199.0
563e2e69c3e344a5,563e2e69c3e344a5.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/563e2e69c3e344a5.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/563e2e69c3e344a5.mp4,fully_unlabelled,789800265,True,True,30.0,35367,336,336,1178.9
5a51763059e749d8,5a51763059e749d8.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/5a51763059e749d8.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/5a51763059e749d8.mp4,fully_unlabelled,521801128,True,True,30.0,31229,336,336,1040.9666666666667
5bb1d3cc7dc64cec,5bb1d3cc7dc64cec.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/5bb1d3cc7dc64cec.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/5bb1d3cc7dc64cec.mp4,partially_labelled,684046977,True,True,30.0,34183,336,336,1139.4333333333334
5d480904787b471d,5d480904787b471d.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/5d480904787b471d.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/5d480904787b471d.mp4,fully_unlabelled,622362117,True,True,30.0,27185,336,336,906.1666666666666
5e59c7fdb16c4228,5e59c7fdb16c4228.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/5e59c7fdb16c4228.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/5e59c7fdb16c4228.mp4,partially_labelled,647552864,True,True,30.0,47978,336,336,1599.2666666666667
5e9beaf4e66142c8,5e9beaf4e66142c8.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/5e9beaf4e66142c8.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/5e9beaf4e66142c8.mp4,partially_labelled,802716236,True,True,30.0,49340,336,336,1644.6666666666667
5f98cfbdcefb4b24,5f98cfbdcefb4b24.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/5f98cfbdcefb4b24.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/5f98cfbdcefb4b24.mp4,fully_unlabelled,355723861,True,True,30.0,21880,336,336,729.3333333333334
61f06834552f4d09,61f06834552f4d09.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/61f06834552f4d09.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/61f06834552f4d09.mp4,fully_unlabelled,892610696,True,True,30.0,42794,336,336,1426.4666666666667
64440803f87b4843,64440803f87b4843.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/64440803f87b4843.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/64440803f87b4843.mp4,partially_labelled,506223858,True,True,30.0,33069,336,336,1102.3
66939134473e44af,66939134473e44af.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/66939134473e44af.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/66939134473e44af.mp4,fully_unlabelled,1326550527,True,True,30.0,57109,336,336,1903.6333333333334
6cb700585c4f4070,6cb700585c4f4070.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/6cb700585c4f4070.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/6cb700585c4f4070.mp4,partially_labelled,353633902,True,True,30.0,26595,336,336,886.5
6e2fb5dfcfe84a55,6e2fb5dfcfe84a55.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/6e2fb5dfcfe84a55.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/6e2fb5dfcfe84a55.mp4,fully_unlabelled,494718727,True,True,30.0,23143,336,336,771.4333333333333
6ee6ca3e686d4d0a,6ee6ca3e686d4d0a.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/6ee6ca3e686d4d0a.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/6ee6ca3e686d4d0a.mp4,fully_unlabelled,1075543611,True,True,30.0,49179,336,336,1639.3
747d45c19ad14a8c,747d45c19ad14a8c.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/747d45c19ad14a8c.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/747d45c19ad14a8c.mp4,fully_unlabelled,2040677246,True,True,30.0,95008,336,336,3166.9333333333334
74aaa0963ec44812,74aaa0963ec44812.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/74aaa0963ec44812.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/74aaa0963ec44812.mp4,fully_unlabelled,442375743,True,True,30.0,20291,336,336,676.3666666666667
751de939d2eb4dfc,751de939d2eb4dfc.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/751de939d2eb4dfc.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/751de939d2eb4dfc.mp4,fully_unlabelled,627191822,True,True,30.0,29999,336,336,999.9666666666667
7a47e8eacea04e64,7a47e8eacea04e64.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/7a47e8eacea04e64.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/7a47e8eacea04e64.mp4,partially_labelled,1147456102,True,True,30.0,65859,336,336,2195.3
7ad22d50ebaf4596,7ad22d50ebaf4596.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/7ad22d50ebaf4596.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/7ad22d50ebaf4596.mp4,partially_labelled,690140688,True,True,30.0,33769,336,336,1125.6333333333334
7f2eed29b57d4d69,7f2eed29b57d4d69.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/7f2eed29b57d4d69.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/7f2eed29b57d4d69.mp4,fully_unlabelled,1015405896,True,True,30.0,54783,336,336,1826.1
805c383b48414cbf,805c383b48414cbf.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/805c383b48414cbf.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/805c383b48414cbf.mp4,fully_unlabelled,459560214,True,True,30.0,29795,336,336,993.1666666666666
81236e118ae2480f,81236e118ae2480f.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/81236e118ae2480f.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/81236e118ae2480f.mp4,fully_unlabelled,870127217,True,True,30.0,41277,336,336,1375.9
83f180a29f3e40b4,83f180a29f3e40b4.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/83f180a29f3e40b4.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/83f180a29f3e40b4.mp4,fully_unlabelled,718926754,True,True,30.0,41924,336,336,1397.4666666666667
8601bf960ea44cae,8601bf960ea44cae.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8601bf960ea44cae.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8601bf960ea44cae.mp4,fully_unlabelled,712471258,True,True,30.0,34051,336,336,1135.0333333333333
8885668afb844852,8885668afb844852.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/8885668afb844852.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/8885668afb844852.mp4,partially_labelled,767794974,True,True,30.0,38804,336,336,1293.4666666666667
89cdd41258c542c5,89cdd41258c542c5.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/89cdd41258c542c5.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/89cdd41258c542c5.mp4,partially_labelled,534324912,True,True,30.0,29792,336,336,993.0666666666667
8a00709108cd4e2b,8a00709108cd4e2b.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/8a00709108cd4e2b.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/8a00709108cd4e2b.mp4,partially_labelled,250971904,True,True,30.0,17634,336,336,587.8
8b6903e220784dd9,8b6903e220784dd9.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8b6903e220784dd9.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8b6903e220784dd9.mp4,fully_unlabelled,634211449,True,True,30.0,29131,336,336,971.0333333333333
8dab1452e7e54550,8dab1452e7e54550.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8dab1452e7e54550.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8dab1452e7e54550.mp4,fully_unlabelled,652733363,True,True,30.0,28832,336,336,961.0666666666667
8e0117d6d9c84d2b,8e0117d6d9c84d2b.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8e0117d6d9c84d2b.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8e0117d6d9c84d2b.mp4,fully_unlabelled,764554647,True,True,30.0,34097,336,336,1136.5666666666666
8ebf0e483cac48d6,8ebf0e483cac48d6.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/8ebf0e483cac48d6.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/8ebf0e483cac48d6.mp4,partially_labelled,557862249,True,True,30.0,29944,336,336,998.1333333333333
8ed53a953994488f,8ed53a953994488f.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8ed53a953994488f.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8ed53a953994488f.mp4,fully_unlabelled,624049072,True,True,30.0,28095,336,336,936.5
8f263414d3de414d,8f263414d3de414d.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8f263414d3de414d.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/8f263414d3de414d.mp4,fully_unlabelled,360911414,True,True,30.0,16263,336,336,542.1
90440abfba254494,90440abfba254494.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/90440abfba254494.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/90440abfba254494.mp4,fully_unlabelled,632124249,True,True,30.0,27565,336,336,918.8333333333334
90cb94b58b484306,90cb94b58b484306.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/90cb94b58b484306.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/90cb94b58b484306.mp4,fully_unlabelled,716881701,True,True,30.0,28380,336,336,946.0
90e7cc8c498144b6,90e7cc8c498144b6.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/90e7cc8c498144b6.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/90e7cc8c498144b6.mp4,fully_unlabelled,860240509,True,True,30.0,41968,336,336,1398.9333333333334
96cb81a18bb34dcc,96cb81a18bb34dcc.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/96cb81a18bb34dcc.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/96cb81a18bb34dcc.mp4,fully_unlabelled,561034506,True,True,30.0,29936,336,336,997.8666666666667
98c08c754fba418d,98c08c754fba418d.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/98c08c754fba418d.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/98c08c754fba418d.mp4,fully_unlabelled,736726019,True,True,30.0,31467,336,336,1048.9
9cfb233f909d46c4,9cfb233f909d46c4.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9cfb233f909d46c4.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9cfb233f909d46c4.mp4,fully_unlabelled,418001583,True,True,30.0,23058,336,336,768.6
9d37bb4f8cc94731,9d37bb4f8cc94731.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9d37bb4f8cc94731.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9d37bb4f8cc94731.mp4,fully_unlabelled,787304766,True,True,30.000030175468947,42750,336,336,1424.9985666666666
9fa8a9d05c014789,9fa8a9d05c014789.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9fa8a9d05c014789.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9fa8a9d05c014789.mp4,fully_unlabelled,1270884500,True,True,30.0,55937,336,336,1864.5666666666666
9fae4024b2e64a1b,9fae4024b2e64a1b.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9fae4024b2e64a1b.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/9fae4024b2e64a1b.mp4,fully_unlabelled,709530173,True,True,30.0,30609,336,336,1020.3
ad91cf7ca91440aa,ad91cf7ca91440aa.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/ad91cf7ca91440aa.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/ad91cf7ca91440aa.mp4,partially_labelled,601858472,True,True,30.0,32594,336,336,1086.4666666666667
ae546e326e594e64,ae546e326e594e64.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/unlabelled_videos/ae546e326e594e64.mp4,data/raw/kvasir_capsule/osfstorage/unlabelled_videos/ae546e326e594e64.mp4,fully_unlabelled,747505029,True,True,30.0,39930,336,336,1331.0
af9bd7d0e43741e3,af9bd7d0e43741e3.mp4,/content/drive/MyDrive/MMVQA_Clinical/data/raw/kvasir_capsule/osfstorage/labelled_videos/af9bd7d0e43741e3.mp4,data/raw/kvasir_capsule/osfstorage/labelled_videos/af9bd7d0e43741e3.mp4,partially_labelled,684095626,True,True,30.0,35846,336,336,1194.8666666666666
